Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
349,Jesper Lindstrøm,"MF,FW",dk Denmark,22,2000,2.2,0,0,0,4,2,0,3,1,1,0,0,0,8,1,1,50.0,Matches
350,Marko Livaja,FW,hr Croatia,28,1993,2.7,0,0,0,6,3,1,1,1,2,0,0,0,10,4,5,44.4,Matches
351,Dominik Livaković,GK,hr Croatia,27,1995,7.7,1,0,0,1,0,0,0,0,0,0,1,0,11,1,0,100.0,Matches
352,Marcos Llorente,DF,es Spain,27,1995,1.3,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0.0,Matches
353,Hugo Lloris,GK,fr France,35,1986,6.3,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,100.0,Matches
354,Dejan Lovren,DF,hr Croatia,32,1989,6.7,1,0,0,2,5,1,3,6,2,0,0,0,31,17,6,73.9,Matches
355,Hirving Lozano,FW,mx Mexico,26,1995,2.8,0,0,0,7,11,2,24,0,2,0,0,0,14,1,10,9.1,Matches
356,Romelu Lukaku,FW,be Belgium,29,1993,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
357,Saša Lukić,MF,rs Serbia,25,1996,2.7,2,0,0,7,1,0,1,1,0,0,0,0,19,3,3,50.0,Matches
358,Ali Maâloul,DF,tn Tunisia,32,1990,1.0,0,0,0,0,0,0,13,0,1,0,0,0,5,0,1,0.0,Matches
359,Awer Mabil,MF,au Australia,26,1995,0.3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0.0,Matches
360,Alexis Mac Allister,MF,ar Argentina,23,1998,6.1,0,0,0,1,13,0,1,3,4,0,0,0,40,5,13,27.8,Matches
361,Jamie Maclaren,FW,au Australia,28,1993,0.6,0,0,0,1,0,0,2,1,0,0,0,0,1,1,4,20.0,Matches
362,Assim Madibo,MF,qa Qatar,25,1996,1.7,1,0,0,1,1,0,0,2,3,0,0,0,15,1,0,100.0,Matches
363,Abdullah Madu,"DF,MF",sa Saudi Arabia,28,1993,0.5,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
364,Daizen Maeda,FW,jp Japan,24,1997,2.0,0,0,0,2,3,2,0,3,2,0,0,0,4,1,6,14.3,Matches
365,Harry Maguire,DF,eng England,29,1993,4.8,1,0,0,6,2,1,1,4,3,0,0,0,17,15,5,75.0,Matches
366,Lovro Majer,"MF,FW",hr Croatia,24,1998,1.4,0,0,0,5,3,0,8,0,1,0,0,0,10,0,0,,Matches
367,Nemanja Maksimović,MF,rs Serbia,27,1995,1.4,0,0,0,0,1,0,2,3,2,0,0,0,6,0,3,0.0,Matches
368,Abdulellah Al-Malki,MF,sa Saudi Arabia,27,1994,1.9,2,0,0,8,4,0,1,2,1,0,0,0,9,0,1,0.0,Matches
369,Steve Mandanda,GK,fr France,37,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
370,José María Giménez,DF,uy Uruguay,27,1995,3.0,1,0,0,4,3,1,2,7,1,0,1,0,13,8,3,72.7,Matches
371,João Mário,"FW,MF",pt Portugal,29,1993,0.9,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,Matches
372,Marquinhos,DF,br Brazil,28,1994,4.7,1,0,0,1,2,0,1,2,4,0,0,0,28,4,4,50.0,Matches
373,Henry Martín,FW,mx Mexico,29,1992,1.6,0,0,0,3,3,2,0,2,1,0,0,0,4,3,2,60.0,Matches
374,Martinelli,FW,br Brazil,20,2001,1.3,0,0,0,2,3,1,5,0,1,0,0,0,5,0,2,0.0,Matches
375,Carlos Martínez,DF,cr Costa Rica,23,1999,0.5,0,0,0,1,0,0,0,1,1,0,0,0,3,1,0,100.0,Matches
376,Emiliano Martínez,GK,ar Argentina,29,1992,7.7,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,Matches
377,Lautaro Martínez,FW,ar Argentina,24,1997,2.7,0,0,0,1,5,5,0,1,0,0,0,0,13,6,6,50.0,Matches
378,Lisandro Martínez,DF,ar Argentina,24,1998,3.4,1,0,0,2,3,0,1,3,2,0,0,0,6,3,3,50.0,Matches
379,Pape Matar Sarr,MF,sn Senegal,19,2002,0.7,0,0,0,0,1,0,5,0,2,0,0,0,3,1,0,100.0,Matches
380,Rónald Matarrita,"DF,MF",cr Costa Rica,27,1994,0.3,0,0,0,1,1,0,3,0,0,0,0,0,4,0,0,,Matches
381,Eric Maxim Choupo-Moting,"FW,MF",cm Cameroon,33,1989,2.8,0,0,0,0,1,1,0,1,2,0,0,0,8,11,6,64.7,Matches
382,Noussair Mazraoui,DF,ma Morocco,24,1997,4.1,0,0,0,3,1,1,2,1,9,0,0,0,21,1,3,25.0,Matches
383,Kylian Mbappé,FW,fr France,23,1998,6.6,0,0,0,7,7,6,25,0,0,0,0,0,20,1,4,20.0,Matches
384,Bryan Mbeumo,"FW,MF",cm Cameroon,22,1999,2.6,0,0,0,1,8,0,12,1,0,0,0,0,7,5,9,35.7,Matches
385,Riley McGree,"FW,MF",au Australia,23,1998,2.9,0,0,0,9,2,0,5,5,1,0,0,0,11,1,2,33.3,Matches
386,Weston McKennie,MF,us United States,23,1998,3.0,1,0,0,6,2,0,1,0,1,0,0,0,14,3,3,50.0,Matches
387,Hannibal Mejbri,MF,tn Tunisia,19,2003,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
388,Memphis,FW,nl Netherlands,28,1994,3.3,1,0,0,1,5,1,2,1,1,0,0,0,10,2,6,25.0,Matches
389,Nuno Mendes,DF,pt Portugal,19,2002,0.5,0,0,0,0,2,0,2,2,0,0,0,0,2,1,0,100.0,Matches
390,Jhegson Méndez,MF,ec Ecuador,25,1997,2.0,2,0,0,3,2,0,2,1,2,0,0,0,16,2,2,50.0,Matches
391,Edouard Mendy,GK,sn Senegal,30,1992,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,75.0,Matches
392,Nampalys Mendy,MF,sn Senegal,29,1992,3.0,1,0,0,5,2,0,2,3,4,0,0,0,18,0,1,0.0,Matches
393,Gideon Mensah,DF,gh Ghana,23,1998,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7,Matches
394,Chris Mepham,DF,wls Wales,24,1997,3.0,1,0,0,7,1,1,0,1,6,0,0,0,8,7,2,77.8,Matches
395,Yassine Meriah,DF,tn Tunisia,28,1993,3.0,0,0,0,3,1,0,2,1,2,0,0,0,16,5,6,45.5,Matches
396,Dries Mertens,"MF,FW",be Belgium,35,1987,0.8,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,,Matches
397,Lionel Messi,FW,ar Argentina,34,1987,7.7,1,0,0,10,22,3,20,0,3,1,0,0,22,2,7,22.2,Matches
398,Thomas Meunier,DF,be Belgium,30,1991,2.3,1,0,0,4,1,0,6,2,6,0,0,0,13,2,3,40.0,Matches
399,Nikola Milenković,DF,rs Serbia,24,1997,3.0,2,0,0,8,2,0,1,6,5,0,0,0,18,6,2,75.0,Matches
400,Arkadiusz Milik,"FW,MF",pl Poland,28,1994,1.1,1,0,0,1,2,1,0,0,0,0,0,0,3,4,5,44.4,Matches
401,Sergej Milinković-Savić,MF,rs Serbia,27,1995,2.6,1,0,0,2,4,0,1,2,1,0,0,0,18,3,3,50.0,Matches
402,Vanja Milinković-Savić,GK,rs Serbia,25,1997,3.0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,100.0,Matches
403,Éder Militão,DF,br Brazil,24,1998,3.9,1,0,0,7,3,0,3,3,6,0,0,0,29,4,5,44.4,Matches
404,Liam Millar,DF,ca Canada,22,1999,0.1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,,Matches
405,Kamal Miller,DF,ca Canada,25,1997,3.0,1,0,0,0,3,0,0,4,4,0,0,0,14,7,5,58.3,Matches
406,Kim Min-jae,DF,kr Korea Republic,25,1996,3.0,0,0,0,0,0,0,1,2,1,0,0,0,14,10,1,90.9,Matches
407,Takumi Minamino,FW,jp Japan,27,1995,0.7,0,0,0,1,0,0,3,0,1,0,0,0,4,0,2,0.0,Matches
408,Kaoru Mitoma,MF,jp Japan,25,1997,1.8,0,0,0,3,1,0,0,2,2,0,0,0,17,2,3,40.0,Matches
409,Aleksandar Mitrović,FW,rs Serbia,27,1994,2.9,1,0,0,3,1,1,1,0,0,0,0,0,6,5,12,29.4,Matches
410,Stefan Mitrović,DF,rs Serbia,32,1990,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
411,Filip Mladenović,DF,rs Serbia,30,1991,0.7,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,100.0,Matches
412,Luka Modrić,MF,hr Croatia,36,1985,7.3,1,0,0,13,15,1,33,10,10,0,0,0,51,3,4,42.9,Matches
413,Ismail Mohamad,FW,qa Qatar,32,1990,1.9,1,0,0,1,6,1,8,2,2,,,0,,,,,Matches
414,Milad Mohammadi,DF,ir IR Iran,28,1993,2.2,0,0,0,2,1,0,2,1,3,0,0,0,11,3,3,50.0,Matches
415,Kudus Mohammed,"FW,MF",gh Ghana,21,2000,2.7,1,0,0,3,5,1,6,1,4,1,0,0,22,0,4,0.0,Matches
416,Sadegh Moharrami,DF,ir IR Iran,26,1996,1.0,0,0,0,2,0,0,3,1,1,0,0,0,6,1,2,33.3,Matches
417,Nahuel Molina,DF,ar Argentina,24,1998,6.3,0,0,0,3,0,1,6,3,4,0,0,0,23,0,6,0.0,Matches
418,César Montes,DF,mx Mexico,25,1997,3.0,0,0,0,4,0,0,0,2,3,0,0,0,13,7,5,58.3,Matches
419,Gonzalo Montiel,"DF,MF",ar Argentina,25,1997,1.3,3,0,0,4,2,1,3,1,2,0,1,0,3,1,2,33.3,Matches
420,Kim Moonhwan,DF,kr Korea Republic,26,1995,4.0,0,0,0,1,0,0,15,4,4,0,0,0,16,6,3,66.7,Matches
421,Kieffer Moore,FW,wls Wales,29,1992,2.5,0,0,0,5,4,1,0,2,0,0,0,0,7,11,6,64.7,Matches
422,Shaquell Moore,DF,us United States,25,1996,0.2,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,100.0,Matches
423,Aaron Mooy,MF,au Australia,31,1990,4.0,1,0,0,4,1,0,10,3,6,0,0,0,35,2,3,40.0,Matches
424,Álvaro Morata,FW,es Spain,29,1992,2.1,0,0,0,1,2,5,0,0,1,0,0,0,2,1,0,100.0,Matches
425,Héctor Moreno,DF,mx Mexico,34,1988,3.0,1,0,0,3,3,0,0,1,1,0,1,0,14,5,8,38.5,Matches
426,Hidemasa Morita,MF,jp Japan,27,1995,3.2,0,0,0,4,1,0,3,3,0,0,0,0,21,5,7,41.7,Matches
427,Joe Morrell,MF,wls Wales,25,1997,0.4,0,0,0,1,1,0,0,1,2,0,0,0,4,0,1,0.0,Matches
428,Jordan Morris,"FW,DF",us United States,27,1994,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,Matches
429,Youssoufa Moukoko,FW,de Germany,17,2004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
430,Mason Mount,MF,eng England,23,1999,2.1,0,0,0,7,9,0,3,0,2,1,0,0,7,0,3,0.0,Matches
431,Youssef Msakni,"MF,FW",tn Tunisia,31,1990,1.9,0,0,0,0,4,0,2,0,1,0,0,0,9,3,6,33.3,Matches
432,Thomas Müller,"FW,MF",de Germany,32,1989,2.2,0,0,0,0,1,2,5,1,2,0,0,0,1,1,7,12.5,Matches
433,Munir,GK,ma Morocco,33,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
434,Mohammed Muntari,"FW,MF",qa Qatar,28,1993,0.7,0,0,0,1,2,0,0,0,2,0,0,0,4,3,1,75.0,Matches
435,Yunus Musah,MF,us United States,19,2002,3.8,0,0,0,9,3,0,8,2,6,0,0,0,23,3,3,50.0,Matches
436,Jamal Musiala,"MF,FW",de Germany,19,2003,2.9,0,0,0,1,6,1,1,1,1,0,0,0,19,1,2,33.3,Matches
437,Joakim Mæhle,DF,dk Denmark,25,1997,2.8,0,0,0,1,4,0,4,2,5,0,0,0,10,1,9,10.0,Matches
438,Georges-Kévin N'Koudou,"FW,MF",cm Cameroon,27,1995,0.3,0,0,0,1,1,0,2,0,0,0,0,0,3,0,1,0.0,Matches
439,Yuto Nagatomo,"MF,DF",jp Japan,35,1986,2.3,0,0,0,6,0,0,6,0,2,0,0,0,11,1,2,33.3,Matches
440,Sami Al-Najei,MF,sa Saudi Arabia,25,1997,0.5,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0.0,Matches
441,Keylor Navas,GK,cr Costa Rica,35,1986,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
442,Iliman Ndiaye,"FW,MF",sn Senegal,22,2000,1.5,0,0,0,0,1,0,2,1,0,0,0,0,4,0,3,0.0,Matches
443,Victor Nelsson,DF,dk Denmark,23,1998,1.0,0,0,0,0,2,0,0,2,0,0,0,0,3,4,3,57.1,Matches
444,Manuel Neuer,GK,de Germany,36,1986,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
445,Rúben Neves,MF,pt Portugal,25,1997,3.0,1,0,0,5,2,0,2,3,1,0,0,0,12,2,3,40.0,Matches
446,Neymar,MF,br Brazil,30,1992,3.1,0,0,0,4,16,2,8,1,0,0,0,0,11,0,3,0.0,Matches
447,Moumi Ngamaleu,"FW,MF",cm Cameroon,27,1994,1.1,0,0,0,3,5,0,1,0,1,0,0,0,5,0,2,0.0,Matches
448,Jerome Ngom Mbekeli,MF,cm Cameroon,23,1998,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,Matches
449,Rasmus Nissen,DF,dk Denmark,24,1997,2.5,1,0,0,2,1,0,7,1,7,0,0,0,15,3,1,75.0,Matches
450,Nicolas Nkoulou,DF,cm Cameroon,32,1990,2.0,1,0,0,2,2,0,0,5,0,0,0,0,11,2,4,33.3,Matches
451,Andries Noppert,GK,nl Netherlands,28,1994,5.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
452,Ahmad Nourollahi,MF,ir IR Iran,29,1993,2.5,0,0,0,2,0,0,3,6,3,0,0,0,15,1,0,100.0,Matches
453,Olivier Ntcham,MF,cm Cameroon,26,1996,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
454,Matheus Nunes,MF,pt Portugal,23,1998,0.8,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,,Matches
455,Darwin Núñez,FW,uy Uruguay,22,1999,2.7,1,0,0,2,3,0,4,0,2,0,0,0,6,5,10,33.3,Matches
456,Christian Nørgaard,MF,dk Denmark,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
457,Guillermo Ochoa,GK,mx Mexico,36,1985,3.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
458,Denis Odoi,DF,gh Ghana,34,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,Matches
459,Noah Okafor,"FW,MF",ch Switzerland,22,2000,0.5,0,0,0,2,1,1,0,0,0,0,0,0,4,0,0,,Matches
460,Mathías Olivera,DF,uy Uruguay,24,1997,2.8,1,0,0,2,3,0,6,2,5,0,0,0,15,6,4,60.0,Matches
461,Dani Olmo,FW,es Spain,24,1998,4.1,0,0,0,5,6,2,10,1,3,0,0,0,15,0,4,0.0,Matches
462,Amadou Onana,MF,be Belgium,20,2001,1.2,2,0,0,4,3,0,0,0,1,0,0,0,7,2,0,100.0,Matches
463,André Onana,GK,cm Cameroon,26,1996,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
464,Gaël Ondoua,MF,cm Cameroon,26,1995,0.5,0,0,0,2,1,0,0,2,1,0,0,0,2,1,2,33.3,Matches
465,Loïs Openda,FW,be Belgium,22,2000,0.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,Matches
466,Mislav Oršić,FW,hr Croatia,29,1992,1.8,0,0,0,3,0,1,4,0,3,0,0,0,4,0,0,,Matches
467,Jonathan Osorio,"MF,FW",ca Canada,30,1992,1.3,1,0,0,1,2,0,0,1,1,0,0,0,5,0,1,0.0,Matches
468,Nicolás Otamendi,DF,ar Argentina,34,1988,7.7,2,0,0,13,5,1,0,9,6,0,1,0,39,21,13,61.8,Matches
469,Otávio,MF,pt Portugal,27,1995,2.2,0,0,0,6,10,0,5,1,7,0,0,0,16,1,1,50.0,Matches
470,Samuel Oum Gouet,MF,cm Cameroon,24,1997,1.1,0,0,0,0,1,0,1,0,1,0,0,0,10,1,0,100.0,Matches
471,Azzedine Ounahi,MF,ma Morocco,22,2000,6.3,1,0,0,3,13,1,3,7,8,0,0,0,38,1,3,25.0,Matches
472,Bryan Oviedo,DF,cr Costa Rica,32,1990,2.9,0,0,0,2,4,1,2,3,5,0,0,0,14,2,0,100.0,Matches
473,Mohammed Al-Owais,GK,sa Saudi Arabia,30,1991,3.0,1,0,0,0,3,0,0,0,0,0,0,0,5,2,0,100.0,Matches
474,Juan Pablo Vargas,DF,cr Costa Rica,27,1995,1.0,0,0,0,0,0,0,0,2,3,0,0,0,5,1,0,100.0,Matches
475,Exequiel Palacios,"MF,DF",ar Argentina,23,1998,0.6,0,0,0,2,3,0,0,2,0,0,0,0,6,0,1,0.0,Matches
476,João Palhinha,MF,pt Portugal,26,1995,0.4,0,0,0,2,0,0,0,1,1,0,0,0,5,0,3,0.0,Matches
477,Lucas Paquetá,MF,br Brazil,24,1997,3.5,0,0,0,4,2,0,4,2,5,0,0,0,13,3,2,60.0,Matches
478,Leandro Paredes,MF,ar Argentina,27,1994,2.5,2,0,0,6,5,0,0,3,4,1,0,0,19,4,0,100.0,Matches
479,Thomas Partey,MF,gh Ghana,29,1993,3.0,0,0,0,3,2,0,1,0,5,0,0,0,21,6,3,66.7,Matches
480,Mario Pašalić,"FW,MF",hr Croatia,27,1995,3.0,0,0,0,4,1,2,1,3,5,0,0,0,21,7,7,50.0,Matches
481,Benjamin Pavard,DF,fr France,26,1996,1.0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,,Matches
482,Strahinja Pavlović,DF,rs Serbia,21,2001,2.6,2,0,0,6,4,0,1,1,2,0,0,0,18,12,2,85.7,Matches
483,Pedri,MF,es Spain,19,2002,4.0,0,0,0,2,3,0,2,4,2,0,0,0,27,2,0,100.0,Matches
484,Pedro,FW,br Brazil,24,1997,0.7,0,0,0,2,1,0,0,1,2,0,0,0,2,0,1,0.0,Matches
485,Facundo Pellistri,"MF,FW",uy Uruguay,20,2001,2.0,0,0,0,2,2,0,3,0,1,0,0,0,9,0,6,0.0,Matches
486,Pepe,DF,pt Portugal,39,1983,4.0,0,0,0,3,5,1,1,6,0,0,0,0,28,9,5,64.3,Matches
487,Danilo Pereira,DF,pt Portugal,30,1991,1.0,1,0,0,1,2,0,0,3,2,0,0,0,4,5,1,83.3,Matches
488,Ivan Perišić,"FW,DF",hr Croatia,33,1989,7.4,0,0,0,10,0,3,27,7,4,0,0,0,31,17,14,54.8,Matches
489,Bruno Petković,FW,hr Croatia,27,1994,2.6,1,0,0,3,11,0,1,0,4,0,0,0,9,8,13,38.1,Matches
490,Germán Pezzella,DF,ar Argentina,30,1991,0.7,1,0,0,2,2,0,0,0,0,0,0,0,1,0,6,0.0,Matches
491,Kalvin Phillips,MF,eng England,26,1995,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
492,Krzysztof Piątek,FW,pl Poland,26,1995,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,25.0,Matches
493,Jordan Pickford,GK,eng England,28,1994,5.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
494,Orbelín Pineda,MF,mx Mexico,26,1996,0.8,0,0,0,2,4,0,0,0,3,0,0,0,4,0,2,0.0,Matches
495,Gonzalo Plata,"MF,FW",ec Ecuador,21,2000,3.0,0,0,0,4,6,0,17,2,2,0,0,0,10,5,6,45.5,Matches
496,Jackson Porozo,DF,ec Ecuador,21,2000,1.1,0,0,0,1,2,1,0,3,2,0,0,0,2,1,0,100.0,Matches
497,Morteza Pouraliganji,DF,ir IR Iran,30,1992,3.0,1,0,0,5,1,0,2,6,2,1,0,0,16,9,6,60.0,Matches
498,Ángelo Preciado,DF,ec Ecuador,24,1998,2.9,0,0,0,8,2,0,8,6,5,0,0,0,10,3,2,60.0,Matches
499,Christian Pulisic,"FW,MF",us United States,23,1998,3.5,0,0,0,2,11,1,31,0,0,0,0,0,11,2,4,33.3,Matches
500,Adrien Rabiot,MF,fr France,27,1995,5.4,1,0,0,10,4,0,7,10,9,0,0,0,30,15,8,65.2,Matches
501,Nemanja Radonjić,"DF,FW",rs Serbia,26,1996,0.7,0,0,0,0,2,0,6,0,0,0,0,0,6,0,1,0.0,Matches
502,Baba Rahman,DF,gh Ghana,27,1994,2.0,0,0,0,7,1,0,11,1,3,0,0,0,6,2,4,33.3,Matches
503,Gonçalo Ramos,"FW,MF",pt Portugal,20,2001,1.7,0,0,0,2,3,3,0,0,1,0,0,0,2,4,6,40.0,Matches
504,Aaron Ramsey,MF,wls Wales,31,1990,3.0,1,0,0,3,3,0,5,0,0,0,0,0,19,0,2,0.0,Matches
505,Raphinha,FW,br Brazil,25,1996,3.5,0,0,0,2,5,0,22,3,6,0,0,0,11,0,6,0.0,Matches
506,Marcus Rashford,FW,eng England,24,1997,1.6,0,0,0,1,0,1,1,1,0,0,0,0,8,1,3,25.0,Matches
507,David Raum,DF,de Germany,24,1998,2.7,0,0,0,5,3,1,24,7,3,1,0,0,12,5,3,62.5,Matches
508,Bassam Al-Rawi,DF,qa Qatar,24,1997,1.0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,0,100.0,Matches
509,Tim Ream,DF,us United States,34,1987,4.0,1,0,0,1,2,0,0,4,3,0,0,0,19,6,8,42.9,Matches
510,Djorkaeff Reasco,FW,ec Ecuador,23,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
511,Gio Reyna,FW,us United States,19,2002,0.6,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,100.0,Matches
512,Ramin Rezaeian,DF,ir IR Iran,32,1990,2.0,1,0,0,2,3,0,11,3,5,0,0,0,22,1,6,14.3,Matches
513,Everton Ribeiro,MF,br Brazil,33,1989,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches
514,Declan Rice,MF,eng England,23,1999,4.6,0,0,0,3,2,0,4,11,5,0,0,0,29,3,3,50.0,Matches
515,Richarlison,FW,br Brazil,25,1997,3.6,0,0,0,5,6,1,2,1,2,1,0,0,13,4,8,33.3,Matches
516,Fabian Rieder,FW,ch Switzerland,20,2002,0.8,1,0,0,4,2,0,1,0,2,0,0,0,4,0,1,0.0,Matches
517,Ró-Ró,DF,qa Qatar,31,1990,2.9,0,0,0,4,5,0,3,8,4,0,0,0,14,3,2,60.0,Matches
518,Connor Roberts,DF,wls Wales,26,1995,2.2,0,0,0,0,1,0,7,1,3,0,0,0,8,1,1,50.0,Matches
519,Antonee Robinson,DF,us United States,24,1997,4.0,0,0,0,2,0,1,21,7,4,0,0,0,40,5,3,62.5,Matches
520,Sergio Rochet,GK,uy Uruguay,29,1993,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0,Matches
521,Joe Rodon,DF,wls Wales,24,1997,3.0,1,0,0,3,0,0,0,4,2,0,0,0,10,5,6,45.5,Matches
522,Rodri,DF,es Spain,25,1996,4.3,0,0,0,5,1,0,2,3,2,0,0,0,35,16,5,76.2,Matches
523,Charly Rodríguez,MF,mx Mexico,25,1997,0.4,0,0,0,1,1,0,1,0,0,0,0,0,6,0,1,0.0,Matches
524,Guido Rodríguez,MF,ar Argentina,28,1994,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
525,Kevin Rodríguez,FW,ec Ecuador,22,2000,0.0,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
526,Ricardo Rodríguez,DF,ch Switzerland,29,1992,4.0,0,0,0,6,2,0,12,0,2,0,0,0,16,10,2,83.3,Matches
527,Rodrygo,"MF,FW",br Brazil,21,2001,2.0,0,0,0,3,6,1,9,2,1,0,0,0,11,0,3,0.0,Matches
528,Mohamed Ali Ben Romdhane,MF,tn Tunisia,22,1999,0.8,0,0,0,1,1,0,1,0,4,0,0,0,10,1,0,100.0,Matches
529,Cristian Romero,DF,ar Argentina,24,1998,6.1,2,0,0,12,3,0,0,4,3,0,0,0,35,12,8,60.0,Matches
530,Cristiano Ronaldo,FW,pt Portugal,37,1985,3.2,0,0,0,2,5,7,2,0,0,1,0,0,6,8,4,66.7,Matches
531,Marten de Roon,MF,nl Netherlands,31,1991,2.0,0,0,0,3,0,0,0,2,5,0,0,0,8,4,3,57.1,Matches
532,Kye Rowles,DF,au Australia,23,1998,4.0,0,0,0,1,2,0,0,7,2,0,0,0,12,4,2,66.7,Matches
533,Antonio Rüdiger,DF,de Germany,29,1993,3.0,0,0,0,0,3,1,0,0,1,0,0,0,20,6,1,85.7,Matches
534,Bryan Ruiz,MF,cr Costa Rica,36,1985,0.3,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,50.0,Matches
535,Mathew Ryan,GK,au Australia,30,1992,4.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
536,Youssouf Sabaly,DF,sn Senegal,29,1993,4.0,0,0,0,3,12,0,7,4,6,0,0,0,27,4,3,57.1,Matches
537,Abdelhamid Sabiri,MF,ma Morocco,25,1996,2.0,1,0,0,2,3,0,1,5,1,0,0,0,7,2,2,50.0,Matches
538,Romain Saïss,DF,ma Morocco,32,1990,5.2,1,0,0,4,0,2,1,3,2,0,0,0,28,7,0,100.0,Matches
539,Bukayo Saka,FW,eng England,20,2001,3.2,0,0,0,7,6,2,5,2,4,1,0,0,13,1,1,50.0,Matches
540,Hiroki Sakai,"MF,DF",jp Japan,32,1990,1.3,0,0,0,3,1,0,2,1,4,0,0,0,6,3,8,27.3,Matches
541,Youstin Salas,"DF,MF",cr Costa Rica,25,1996,0.5,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
542,William Saliba,DF,fr France,21,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
543,Mohammed Salisu,DF,gh Ghana,23,1999,3.0,0,0,0,6,1,0,0,3,1,0,1,0,15,8,8,50.0,Matches
544,Tarek Salman,DF,qa Qatar,24,1997,0.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,Matches
545,Alex Sandro,DF,br Brazil,31,1991,2.1,0,0,0,3,2,0,4,3,3,0,0,0,16,3,1,75.0,Matches
546,Leroy Sané,"FW,DF",de Germany,26,1996,1.2,0,0,0,0,0,0,2,0,1,0,0,0,6,1,1,50.0,Matches
547,Na Sang-ho,FW,kr Korea Republic,25,1996,1.3,0,0,0,2,0,0,8,0,1,0,0,0,5,3,3,50.0,Matches
548,Pablo Sarabia,FW,es Spain,30,1992,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,Matches
549,Josh Sargent,FW,us United States,22,2000,1.7,0,0,0,2,0,0,1,1,0,0,0,0,1,3,6,33.3,Matches
550,Jeremy Sarmiento,"MF,FW",ec Ecuador,19,2002,0.9,0,0,0,2,2,1,5,1,1,0,0,0,6,2,1,66.7,Matches
551,Ismaila Sarr,"FW,MF",sn Senegal,24,1998,3.8,0,0,0,3,17,3,8,2,2,1,0,0,17,8,8,50.0,Matches
